emp_id,emp_name,gender,age,dept_id,dept_name,salary,bonus,hire_date,experience_years,performance_rating,is_promoted
213,Sanjay Reddy,Male,40,103,Finance,64073,7644.32,2016-03-30,17,2,0
214,Sneha Mehta,Male,35,102,HR,83980,16760.24,2014-08-11,8,1,0
215,Nisha Bose,Male,26,107,Admin,33318,5772.44,2023-11-02,1,5,1
216,Manish Mehta,Female,48,102,HR,44071,6482.48,2019-08-20,1,5,1
217,Imran Chopra,Male,26,103,Finance,114949,22807.09,2014-07-23,5,5,1
218,Manish Chopra,Female,57,105,Marketing,38416,2258.43,2020-06-03,14,1,1
219,Kavya Gupta,Male,31,101,IT,82487,15695.7,2022-01-29,9,4,0
220,Anjali Kapoor,Female,43,105,Marketing,109403,14366.66,2025-02-28,18,2,0
221,Manish Sharma,Male,24,102,HR,44339,4483.29,2017-01-17,4,2,0
222,Meera Sharma,Male,30,105,Marketing,82826,8322.7,2016-05-21,10,4,1
223,Karan Rao,Female,52,106,Operations,91769,14692.15,2021-01-01,11,4,1
224,Karan Rao,Male,57,104,Sales,44244,8428.62,2016-06-15,14,5,0
225,Meera Verma,Male,43,103,Finance,71629,6262.6,2018-10-28,0,3,0
226,Sanjay Joshi,Male,21,101,IT,100585,6559.58,2022-07-16,1,3,1
227,Simran Kapoor,Male,49,101,IT,154752,11686.22,2021-10-15,3,1,1
228,Anjali Verma,Male,42,105,Marketing,39062,2873.62,2023-11-10,5,5,0
229,Meera Singh,Male,47,106,Operations,81899,8921.69,2015-03-27,7,1,1
230,Karan Sharma,Female,21,104,Sales,121931,9221.01,2018-10-06,0,1,1
231,Rohit Chopra,Male,40,107,Admin,72065,7613.89,2018-04-08,17,4,1
232,Sanjay Rao,Female,23,103,Finance,94524,14199.51,2016-01-17,1,1,1
233,Simran Kapoor,Male,45,107,Admin,45443,4963.31,2015-11-22,15,3,0
234,Kavya Patel,Male,49,102,HR,40955,8174.22,2018-08-26,2,4,0
235,Aditya Joshi,Female,25,101,IT,100868,16870.46,2025-11-03,3,1,0
236,Imran Patel,Male,57,105,Marketing,108752,9746.41,2023-05-04,34,3,1
237,Simran Chopra,Male,32,103,Finance,141034,22828.11,2015-03-24,5,2,1
238,Sanjay Mehta,Female,40,103,Finance,124437,11250.72,2021-04-26,9,4,1
239,Aditya Verma,Male,49,102,HR,83999,14172.61,2025-09-05,26,1,0
240,Rahul Reddy,Male,54,105,Marketing,42553,6625.29,2022-03-16,29,1,1
241,Sanjay Bose,Female,28,106,Operations,103471,10516.52,2021-12-19,7,5,1
242,Swati Verma,Female,22,104,Sales,68091,10059.63,2020-02-27,2,2,0
243,Varun Mehta,Female,29,106,Operations,124736,22170.32,2022-07-26,4,4,1
244,Amit Singh,Female,40,106,Operations,58410,5535.6,2020-06-17,16,3,0
245,Manish Verma,Female,38,106,Operations,69688,11903.72,2015-05-25,16,2,1
246,Varun Das,Male,22,106,Operations,95891,9730.54,2018-05-19,0,5,0
247,Varun Chopra,Female,53,103,Finance,146194,23212.39,2019-12-03,30,2,0
248,Varun Das,Male,35,103,Finance,100250,12088.19,2016-10-05,9,4,0
249,Manish Singh,Male,45,105,Marketing,53004,3788.92,2024-05-20,13,5,0
250,Rohit Chopra,Female,32,103,Finance,60617,7482.35,2017-09-03,12,2,0
251,Karan Khan,Female,46,104,Sales,40611,7464.34,2014-06-09,23,3,0
252,Arjun Mehta,Male,35,106,Operations,95272,16536.99,2015-08-02,9,2,1
253,Rahul Bose,Female,48,106,Operations,66611,10596.17,2019-02-25,0,2,0
254,Vivek Mehta,Male,28,103,Finance,64897,9688.83,2015-03-13,0,5,0
255,Priya Iyer,Female,49,104,Sales,102180,11559.7,2020-11-15,21,1,0
256,Varun Joshi,Male,47,107,Admin,48527,3872.31,2025-04-14,3,1,0
257,Amit Singh,Female,47,103,Finance,131845,19874.97,2014-05-29,7,1,0
258,Simran Chopra,Male,26,107,Admin,72227,6472.89,2020-10-05,1,4,0
259,Sneha Rao,Male,39,103,Finance,100987,15097.89,2017-03-23,1,1,0
260,Meera Gupta,Female,60,103,Finance,72183,6552.41,2024-05-11,25,4,1
261,Deepak Chopra,Female,31,101,IT,67368,5200.07,2023-12-13,9,4,1
262,Sanjay Mehta,Male,51,104,Sales,97761,16143.21,2025-11-22,20,1,0
263,Varun Das,Male,48,106,Operations,95446,4939.02,2015-05-07,26,5,0
264,Kavya Chopra,Female,31,101,IT,148491,16407.0,2022-08-12,8,2,0
265,Rohit Bose,Female,57,104,Sales,98598,11028.26,2023-03-03,1,1,0
266,Rohit Nair,Male,50,103,Finance,67113,10570.21,2024-09-24,24,5,1
267,Deepak Bose,Male,27,107,Admin,49135,9066.96,2015-02-24,5,1,1
268,Karan Khan,Male,37,105,Marketing,63257,3604.07,2023-06-02,10,1,0
269,Divya Bose,Male,52,101,IT,119515,19071.51,2018-01-06,32,2,0
270,Sneha Reddy,Female,53,104,Sales,139925,23887.93,2024-04-11,21,3,0
271,Imran Nair,Female,56,106,Operations,90258,11857.53,2025-06-03,8,2,1
272,Deepak Iyer,Female,56,104,Sales,133077,8779.17,2025-11-05,27,1,1
273,Karan Sharma,Male,33,103,Finance,81094,13221.49,2018-09-12,11,3,0
274,Sanjay Bose,Male,60,107,Admin,55486,8541.54,2020-07-28,15,5,0
275,Pooja Reddy,Female,41,105,Marketing,61619,10254.76,2018-07-12,7,3,0
276,Rahul Bose,Male,25,102,HR,41389,2876.95,2020-01-18,3,3,1
277,Arjun Das,Female,30,101,IT,70146,4274.14,2022-02-25,4,4,1
278,Kavya Kapoor,Male,54,101,IT,153056,27934.18,2019-01-31,5,3,1
279,Meera Gupta,Female,34,107,Admin,73839,13710.02,2019-07-06,5,4,0
280,Priya Das,Female,28,104,Sales,77070,9481.21,2024-02-12,8,5,1
281,Nisha Singh,Female,53,101,IT,174284,31326.26,2018-11-26,4,2,1
282,Sneha Singh,Female,25,106,Operations,49965,8450.69,2018-02-11,0,1,0
283,Simran Kapoor,Female,47,104,Sales,96757,14147.17,2014-04-03,21,1,0
284,Swati Sharma,Male,43,105,Marketing,114503,19845.47,2022-12-25,14,4,0
285,Manish Rao,Male,29,106,Operations,63884,4375.11,2017-04-17,5,1,0
286,Simran Reddy,Male,40,102,HR,78590,6098.5,2017-09-24,16,2,1
287,Vivek Iyer,Male,57,107,Admin,66022,5783.73,2015-08-19,4,3,0
288,Swati Chopra,Female,43,102,HR,72957,8579.52,2025-01-07,6,3,1
289,Deepak Patel,Female,41,104,Sales,72266,10979.88,2017-02-18,8,3,1
290,Manish Bose,Female,43,107,Admin,69755,12813.61,2017-04-05,2,3,0
291,Amit Verma,Male,22,107,Admin,68668,9031.24,2019-12-19,0,1,1
292,Nisha Patel,Female,46,102,HR,80603,8827.46,2016-02-25,16,5,0
293,Varun Kapoor,Male,53,102,HR,40434,3348.86,2015-01-11,30,3,1
294,Neha Verma,Female,44,102,HR,73816,14548.28,2015-01-06,14,1,1
295,Sneha Joshi,Female,58,105,Marketing,84613,9007.0,2019-10-06,4,5,0
296,Kavya Reddy,Female,43,104,Sales,40864,5197.13,2015-11-07,5,2,1
297,Vivek Patel,Male,31,103,Finance,75509,11423.33,2024-12-02,11,1,1
298,Vivek Rao,Female,22,102,HR,38381,2240.94,2017-06-01,2,1,1
299,Anjali Reddy,Male,39,101,IT,78389,13262.82,2017-04-28,13,5,0
300,Aditya Joshi,Male,42,104,Sales,70122,9004.13,2018-08-29,3,1,1
301,Karan Iyer,Male,51,105,Marketing,50403,9301.64,2014-02-23,8,5,1
302,Kavya Khan,Female,23,106,Operations,90943,8019.14,2017-02-14,0,4,0
303,Rohit Nair,Female,37,102,HR,76474,11332.06,2022-07-14,16,1,1
304,Imran Gupta,Male,30,104,Sales,74249,14758.46,2020-04-20,5,5,1
305,Vivek Khan,Female,32,103,Finance,123407,21997.28,2017-03-21,12,4,0
306,Swati Kapoor,Female,31,101,IT,78109,8464.32,2017-09-22,10,1,0
307,Rohit Patel,Female,59,104,Sales,69067,9814.06,2023-02-09,2,4,1
308,Deepak Sharma,Male,52,104,Sales,107915,15353.98,2019-04-26,32,5,0
309,Sanjay Kapoor,Male,31,101,IT,86167,13833.15,2014-06-19,3,5,0
310,Rohit Nair,Female,43,107,Admin,67677,7516.9,2018-01-17,0,3,0
311,Rakesh Verma,Female,42,101,IT,155243,25691.95,2024-12-19,14,4,1
312,Divya Bose,Male,51,101,IT,83792,10922.1,2025-09-15,26,3,1
313,Neha Nair,Male,46,106,Operations,68394,12594.58,2019-01-09,10,3,1
314,Anjali Singh,Female,33,102,HR,45863,3366.31,2022-02-08,13,5,0
315,Sneha Verma,Female,60,101,IT,150171,18564.26,2020-04-13,20,4,1
316,Pooja Kapoor,Male,24,105,Marketing,39268,7715.22,2024-05-17,3,2,1
317,Meera Mehta,Male,34,104,Sales,87395,7901.49,2019-06-10,8,3,1
318,Sanjay Rao,Female,48,102,HR,75921,14948.15,2017-01-23,14,2,0
319,Sneha Joshi,Male,56,104,Sales,59116,4148.21,2025-04-29,11,4,1
320,Manish Nair,Female,56,107,Admin,44120,5183.14,2016-04-12,16,4,1
321,Amit Gupta,Female,56,105,Marketing,37599,5133.32,2018-08-01,22,5,0
322,Rahul Gupta,Female,53,104,Sales,50277,7344.82,2017-11-17,29,2,1
323,Imran Reddy,Male,26,102,HR,44956,8233.86,2020-03-16,5,4,1
324,Swati Bose,Female,31,102,HR,31513,2364.63,2018-11-05,11,1,0
325,Sneha Verma,Female,56,101,IT,53455,5153.36,2022-11-12,9,1,0
326,Swati Nair,Female,29,102,HR,84953,11237.74,2020-03-25,7,4,0
327,Deepak Rao,Female,57,104,Sales,109964,12786.51,2016-02-17,34,2,1
328,Imran Joshi,Male,40,101,IT,50012,9604.49,2025-02-25,17,1,1
329,Rahul Mehta,Female,39,105,Marketing,83974,7346.42,2022-12-22,17,4,1
330,Pooja Kapoor,Female,26,104,Sales,120375,13474.25,2020-02-25,5,5,0
